trainEx418 midToHigh T T F T F T F F F F T T F T T T F T T T
trainEx419 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx420 midToHigh F T F F T T T F F F T T T T T T F T T F
trainEx421 midToHigh F T T F F F F F F F T F F T F F F T T T
trainEx422 lowToMid F T T F F F F F F F T T T T T F F T T F
trainEx423 lowToMid F T F F F T T T F F T T T F F F F F F F
trainEx835 midToHigh F T F F F T F F F F T T T T T T F F F F
trainEx836 midToHigh F F F T F T F F F F T T F T T T F F F F
trainEx837 lowToMid F T T F F T T F F F T F T F F F F F F F
trainEx838 midToHigh F T F F F F T F F F F F T T T F F T T T
trainEx839 midToHigh F T T F F T F F F F T T T T F F F F F F
trainEx840 midToHigh T T F T T T F F F F T T F T T T F T T T
trainEx841 lowToMid F T F F F F F F F F T F T F F F F F F F
trainEx842 midToHigh F T T F F T F F F F T T T T T F F T F F
trainEx843 midToHigh F T F T F T F F F F T T T T F F F T T F
trainEx844 lowToMid F T F F F T F F F F T T F T T T F T T F
trainEx845 midToHigh F T T F F T T F F F T T T T T F F T F F
trainEx846 midToHigh F T F T F T F F F F T F T T T T F T T F
trainEx847 midToHigh F T F F F F F F F F T F T T T F F T T T
trainEx848 lowToMid F T T F F T T F F F T T F T T F F T T F
trainEx849 lowToMid T T T F T T T F F F T T F T T T F T F F
trainEx850 lowToMid F T T T F T T T F F T T T F F F F F F F
trainEx851 lowToMid F T F T T T T T T F T T T T T T F T F F
trainEx852 lowToMid F T F T F T F F F F T T F T T F F F F F
trainEx853 lowToMid F T F F T T T F F F T T F F F F F F F F
trainEx854 midToHigh F T T F F T F F F F T F T T F F F T T T
trainEx855 lowToMid F T T F F T F F F F T T F T T T F F F F
trainEx856 lowToMid T T F T T T F F F F T T F T T F F F F F
trainEx857 lowToMid T T T T F T F F F F T T F T T F F T F F
trainEx858 midToHigh F T F T T F F F F F T F T T T T F T T T
trainEx859 midToHigh T F F T F T F F F F T T F T T T T F F F
trainEx860 lowToMid T T T T F F F F F F T T F F F F F T F F
trainEx861 midToHigh F T F T T T T F F F T T T T T T F F F F
trainEx862 midToHigh F F F T F T T F F F T T T T T T F T T F
trainEx863 lowToMid F T T F T T T T T F T T F F F F F F F F
trainEx864 midToHigh F T T T F T T F F F T T F T T T T F F F
trainEx865 midToHigh F F F T F T F F F F T T F T T T F T T F
trainEx866 midToHigh F T T F F T F T F F T T F T T T T T F F
trainEx867 midToHigh F T T F F F T F F F T F T F F F F T T F
trainEx868 lowToMid F T F F F T T F F F T T F F F F F F F F
trainEx869 lowToMid F T T T F T T T T F T T F F F F F F F F
trainEx870 lowToMid F T T F F T T F F F T F T F F F F F F F
trainEx871 lowToMid F T T F T T T T T F T T F F F F F F F F
trainEx872 lowToMid F T T F F T F F F F T T F T T F F F F F
trainEx873 midToHigh T F F T F T F F F F T T F T T T F T F F
trainEx874 lowToMid F T F T F T T T T F T T F T T T T F F F
trainEx875 midToHigh F T F F F T T F F F T T T T T T F T T F
trainEx876 lowToMid F T T F F T T F F F T T T T T T F T T F
trainEx877 midToHigh F T F F F T T F F F T T T T T T F T T F
trainEx878 midToHigh F T F T F T F F F F T T F T T T F T F F
trainEx879 midToHigh T F F T F T F F F F T T F T T T F T T F
trainEx880 midToHigh F F F T F F F F F F T F F F F F F T T T
trainEx881 midToHigh F T T F T T F F F F T T F T T F F F F F
trainEx882 lowToMid F T F T F T F F F F T T T F F F F F F F
trainEx883 midToHigh F T F T F T T F F F T T F T T T F T T T
trainEx884 lowToMid F T T F T T T F F F T T T F F F F T T F
trainEx885 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx886 midToHigh F T T F F T T F F F T F T T F F F T T F
trainEx887 midToHigh T T F T T T F F F F T T F T T F F T F F
trainEx888 lowToMid F T T F F T T T F F T T T T F F F F F F
trainEx889 midToHigh F T F F F F F F F F T F T T T F F F F F
trainEx890 midToHigh F T T F F F F F F F T F T T T F F T T T
trainEx891 lowToMid F T F T F T F F F F T T T T T T F T F F
trainEx892 midToHigh T F F T T T T F F F T T F T T T F T F F
